hgnc:7553	part of	wikipathways:WP23
hgnc:7553	part of	wikipathways:WP707
hgnc:7553	part of	wikipathways:WP2431
hgnc:7553	part of	wikipathways:WP4141
hgnc:7553	part of	wikipathways:WP1984
hgnc:7553	part of	wikipathways:WP2249
hgnc:7553	part of	wikipathways:WP1742
hgnc:7553	part of	wikipathways:WP1545
hgnc:7553	part of	wikipathways:WP2203
hgnc:7553	part of	wikipathways:WP3640
hgnc:7553	part of	wikipathways:WP399
hgnc:7553	part of	wikipathways:WP127
hgnc:7553	part of	wikipathways:WP3646
hgnc:7553	part of	wikipathways:WP366
hgnc:7553	part of	wikipathways:WP2064
hgnc:7553	part of	wikipathways:WP710
hgnc:7553	part of	wikipathways:WP2828
hgnc:7553	part of	wikipathways:WP3872
hgnc:7553	part of	wikipathways:WP49
hgnc:7553	part of	wikipathways:WP61
hgnc:7553	part of	wikipathways:WP2858
hgnc:7553	part of	wikipathways:WP382
hgnc:7553	part of	wikipathways:WP2037
hgnc:7553	part of	wikipathways:WP1971
hgnc:7553	part of	wikipathways:WP3303
hgnc:7553	part of	wikipathways:WP2363
hgnc:7553	part of	wikipathways:WP205
hgnc:7553	part of	wikipathways:WP1530
hgnc:7553	part of	wikipathways:WP2637
hgnc:7553	part of	wikipathways:WP2878
hgnc:7553	part of	wikipathways:WP4155
hgnc:7553	part of	wikipathways:WP45
hgnc:7553	part of	wikipathways:WP3680
hgnc:7553	part of	wikipathways:WP179
hgnc:7553	part of	wikipathways:WP254
hgnc:7553	part of	wikipathways:WP2586
hgnc:7553	part of	wikipathways:WP2877
hgnc:7553	part of	wikipathways:WP4262
hgnc:7553	part of	wikipathways:WP4216
hgnc:7553	part of	wikipathways:WP400
hgnc:7553	part of	wikipathways:WP428
hgnc:7553	part of	wikipathways:WP2446
hgnc:7553	part of	wikipathways:WP3651
hgnc:7553	part of	wikipathways:WP2032
hgnc:7553	part of	wikipathways:WP673
hgnc:7553	part of	wikipathways:WP4258
hgnc:7553	part of	wikipathways:WP4172
hgnc:16500	part of	wikipathways:WP23
hgnc:3115	part of	wikipathways:WP23
hgnc:3115	part of	wikipathways:WP2249
hgnc:3115	part of	wikipathways:WP45
hgnc:3115	part of	wikipathways:WP179
hgnc:3115	part of	wikipathways:WP4263
hgnc:3115	part of	wikipathways:WP4262
hgnc:3115	part of	wikipathways:WP2446
hgnc:3115	part of	wikipathways:WP4255
hgnc:1460	part of	wikipathways:WP23
hgnc:1460	part of	wikipathways:WP536
hgnc:1460	part of	wikipathways:WP437
hgnc:1460	part of	wikipathways:WP3584
hgnc:1460	part of	wikipathways:WP3298
hgnc:1460	part of	wikipathways:WP4008
hgnc:1460	part of	wikipathways:WP2355
hgnc:1460	part of	wikipathways:WP289
hgnc:1460	part of	wikipathways:WP2636
hgnc:1460	part of	wikipathways:WP428
hgnc:1460	part of	wikipathways:WP2380
hgnc:1460	part of	wikipathways:WP673
hgnc:6842	part of	wikipathways:WP23
hgnc:6842	part of	wikipathways:WP437
hgnc:6842	part of	wikipathways:WP3915
hgnc:6842	part of	wikipathways:WP195
hgnc:6842	part of	wikipathways:WP304
hgnc:6842	part of	wikipathways:WP2447
hgnc:6842	part of	wikipathways:WP734
hgnc:6842	part of	wikipathways:WP2203
hgnc:6842	part of	wikipathways:WP313
hgnc:6842	part of	wikipathways:WP127
hgnc:6842	part of	wikipathways:WP3863
hgnc:6842	part of	wikipathways:WP366
hgnc:6842	part of	wikipathways:WP75
hgnc:6842	part of	wikipathways:WP481
hgnc:6842	part of	wikipathways:WP2828
hgnc:6842	part of	wikipathways:WP49
hgnc:6842	part of	wikipathways:WP1449
